7.469008
500
0.112062
0.759450 3.857614 2.202262
1.090406 3.659787 3.196024
1.563416 3.827920 4.061964
0.937618 3.698867 4.836230
0.981248 3.404358 5.925180
0.697792 4.369273 6.188067
0.873137 4.646317 -0.188242
0.543196 4.881427 0.829213
0.917281 4.823419 1.681605
0.340413 4.447251 3.083659
1.172870 4.606800 3.665612
0.851027 4.761275 4.472399
1.433004 4.427697 5.311487
1.307080 5.074038 6.046617
0.594819 5.704027 0.294982
1.318772 5.976423 0.891022
0.576095 5.753093 1.519857
1.225484 4.683485 2.662521
0.455859 5.676486 4.465034
1.344207 5.488988 4.860831
0.540490 5.726155 5.883698
1.089471 5.917661 6.650369
1.202840 6.471200 0.046870
0.461140 6.527002 0.855156
1.465382 6.502135 1.633129
0.986392 6.176511 2.375535
0.691280 6.267304 3.655041
0.201285 6.563065 4.357333
1.043212 6.526715 5.450250
0.468115 6.849039 6.706738
1.828480 -0.207065 -0.099095
1.387483 0.562917 0.538480
1.689306 0.408549 1.470091
2.023968 -0.254441 2.210551
1.430279 0.398251 2.777181
1.875855 -0.143175 4.661496
2.334593 0.664390 5.157819
1.978071 0.388339 6.179217
1.436823 1.579833 0.392604
2.306073 0.977326 0.872232
2.218018 1.552050 1.554053
2.421841 0.598056 2.218494
1.907810 1.213955 3.146949
1.679056 0.546101 4.099726
1.933159 1.387218 5.896748
1.843565 0.780267 7.135323
2.089135 2.322682 0.149473
1.734112 2.235888 1.109414
2.195965 2.483271 1.903233
1.355388 1.957387 1.974718
1.793316 2.163774 2.879590
2.099789 1.574358 3.985112
2.048536 2.190046 5.059463
1.783093 2.266875 6.008229
1.362043 2.869142 -0.278781
1.528343 3.129161 0.816944
1.341294 2.941247 1.778020
1.939331 3.196676 2.530558
1.648257 2.803291 3.661717
1.725178 3.064622 4.555203
2.168935 3.181327 5.435794
1.875121 3.179160 6.305298
2.111627 3.880276 -0.490075
1.190073 3.974746 1.192178
2.176855 3.463083 1.539563
2.839064 4.019235 2.220220
2.109284 4.001880 3.120927
2.335697 4.049100 5.078858
1.835398 4.106996 6.066421
1.173496 3.833968 6.770139
1.861735 4.762692 -0.495984
1.475228 4.759490 0.532767
1.966766 4.639007 1.420464
1.743586 4.073509 2.130686
2.006045 4.933188 3.537350
1.868309 4.734854 4.457848
2.090726 5.138321 5.281766
2.271984 5.306865 6.281655
1.634929 5.600872 -0.077314
2.437973 6.550304 1.364039
1.566798 5.520303 1.795915
2.229900 4.959219 2.416110
1.424423 5.654118 3.912370
2.487923 5.657240 4.343082
1.759730 6.009670 5.750602
2.059070 6.381668 6.893600
2.308685 6.413906 0.423703
1.566996 6.984898 0.842719
2.060833 6.173475 2.361197
1.536681 5.564444 2.928276
1.970826 6.456372 3.860934
1.246635 6.509529 4.532319
1.257651 7.764844 5.360158
1.495959 7.035500 6.380977
2.956942 -0.603041 -0.181231
2.390407 0.004680 0.633059
2.905322 -0.021557 1.452248
3.452009 0.003039 2.349643
2.077613 0.032234 3.425010
2.975082 -0.071482 4.668432
2.002940 -0.288366 5.596820
2.588177 -0.319763 6.436926
2.472768 1.335681 0.017246
3.199317 0.794622 0.541343
3.072897 0.943731 1.467950
3.537134 1.154808 2.399050
2.723465 0.696760 3.113350
2.588946 0.743952 4.209684
2.659515 0.977112 6.470836
2.765914 0.355895 7.106663
3.232766 2.295241 0.000726
2.966874 1.691440 0.805116
3.231543 2.083625 1.766703
2.609166 1.518686 2.505694
3.002939 1.631130 3.464924
2.693734 1.616209 4.649455
2.723179 1.589434 5.570317
2.487488 1.859985 6.644256
2.429931 3.299706 0.201317
2.779832 2.679411 1.101454
3.059020 2.965935 2.197263
2.640594 2.631074 3.025234
2.450938 2.515144 4.138731
2.935815 2.473057 4.965335
2.772251 2.464140 5.929371
2.695313 2.858347 6.860882
3.076744 3.743955 -0.352851
2.236930 3.976357 0.717103
3.063996 3.674133 1.338564
3.026896 3.590959 3.019993
2.410334 3.387810 3.719037
2.948704 3.493514 4.401082
3.080706 3.264189 5.390918
2.705999 3.764247 6.140346
2.605506 4.715448 0.167791
2.912252 4.683331 1.172715
3.212603 4.909724 2.111906
2.886599 4.624939 3.024712
2.653991 4.346441 3.907003
2.861885 4.854112 4.714067
2.804941 4.707476 5.749790
2.904821 4.602593 6.722906
2.548205 5.606317 -0.325598
2.157704 5.493123 0.800540
2.493397 5.648817 1.716675
3.050985 5.809977 2.546094
2.495902 5.709141 3.373012
3.410773 5.771832 4.538334
2.848437 5.733264 5.376828
3.254792 5.417388 6.367940
3.064769 5.698697 0.718337
3.288507 6.772486 0.666216
2.814073 6.645371 2.214070
2.613015 6.615856 3.143881
2.888705 6.514930 4.288057
2.193929 6.414728 4.968800
2.630577 6.231132 6.191806
3.371563 6.044417 7.257703
4.439228 0.399706 -0.559033
4.364628 -0.327385 0.884124
3.913386 0.359890 1.459793
4.277268 -0.318883 2.129359
3.064410 0.005934 3.702438
3.963467 0.194542 4.748501
3.033204 0.268593 5.752451
3.759839 -0.048745 7.602735
3.561879 0.894936 -0.388330
4.286368 0.780069 0.350079
4.027449 1.362107 1.205290
4.366203 0.674258 2.483466
3.719399 0.469409 3.176191
3.488952 0.793125 4.071318
3.274944 0.874344 4.977579
3.603359 0.055517 6.569165
3.843829 1.642755 0.229205
3.801735 2.327321 0.939239
4.415943 1.712269 2.364537
4.079506 1.466460 3.285133
3.803424 1.813206 4.083079
3.572758 1.758158 5.116480
3.548772 1.195326 5.954088
3.563330 2.039127 6.433614
3.326251 3.141944 0.335384
3.933317 3.332080 1.132315
4.009850 2.556576 1.909865
3.731825 2.469835 2.940196
3.294234 2.803693 3.709458
3.909428 3.075967 4.480723
3.882932 2.534490 5.584904
3.483191 3.100148 6.398925
3.989857 3.749189 -0.238291
3.530133 4.106559 0.642508
3.890106 3.488808 2.196872
3.969461 3.427838 3.424635
3.605181 4.310246 3.746037
4.207468 3.979020 4.369622
3.412081 4.113557 4.973382
3.711229 4.127694 5.918323
3.535866 5.079438 0.068834
3.864615 5.055833 0.908039
3.836745 4.211363 1.538490
3.773518 4.210786 2.765781
3.163559 5.167068 3.738557
3.758662 4.866374 4.453604
3.536853 5.109311 5.347480
3.950320 4.633512 6.680630
4.399045 5.538739 0.268288
3.384325 5.670840 1.593874
4.318027 5.341312 1.752026
3.788803 5.238874 2.883738
3.347763 6.099135 3.586352
4.329913 5.597448 5.045540
3.724372 6.040890 5.754002
4.121439 5.781717 6.735938
4.146943 6.541961 -0.008343
4.016338 6.122932 0.947184
3.562305 6.740364 1.610512
3.943792 6.087706 2.329493
3.614276 6.767329 2.911644
3.712510 6.615833 4.872035
2.946408 6.806548 5.483774
3.444017 6.622002 6.480848
4.928225 -0.377248 -0.080727
4.934587 -1.095045 0.669747
5.031013 -0.024889 1.570512
4.498642 -0.072834 2.998355
4.041667 -0.399007 3.891515
5.055952 0.536780 5.110017
4.037595 -0.319954 5.583203
4.838384 0.007825 6.156929
5.146118 1.029370 -0.254495
5.101452 0.357756 0.547026
4.784301 0.950314 1.575974
5.047484 1.141726 3.241810
4.546456 0.520754 3.818746
4.407049 1.170417 4.638802
4.235561 0.722328 5.778602
5.162033 0.961363 6.048276
4.648092 1.933206 -0.183707
4.873357 1.501597 0.722900
4.715446 2.006682 1.456705
5.025454 2.193064 3.159966
4.846973 1.721365 3.943748
4.427348 2.181941 4.672321
4.508340 1.652785 5.536529
4.356680 1.378007 6.488895
4.071932 2.629017 -0.339356
4.663338 2.584492 0.613367
4.705581 3.209324 1.818200
4.497494 2.955186 2.734392
4.371993 2.572615 3.806360
4.944406 3.182928 4.643732
4.857170 2.655427 5.439497
4.607431 2.346506 6.283447
5.025924 3.718775 -0.321653
4.685345 3.677618 0.661579
4.701571 4.240214 1.940259
4.772980 3.908156 2.855575
4.952798 3.480414 3.765625
5.176051 4.103535 4.722153
4.217574 3.462330 5.367276
4.515276 3.293040 6.400241
4.365276 4.520521 0.206989
5.265184 5.190367 1.842446
4.665130 4.924889 2.676887
4.697748 4.434427 3.694994
4.163434 5.288869 3.731247
4.891282 5.004595 4.473633
4.372526 4.552160 5.271745
4.756703 4.312254 6.184200
4.735319 5.071942 -0.493694
5.200935 5.473912 0.903091
4.625462 6.400270 1.628820
4.991059 5.924502 2.439048
4.922136 5.593751 3.366092
5.094635 6.155994 4.827857
5.171148 5.240338 5.373857
4.299976 5.198090 5.970184
5.038789 6.084548 -0.241261
5.491835 6.107482 1.573344
5.192807 6.926770 2.436237
4.422089 6.390236 3.113393
4.263759 6.160685 4.134077
4.625635 7.012298 4.912040
4.713398 6.310673 5.754496
4.345472 6.796067 6.508134
6.131059 0.192042 0.071208
5.648700 -0.353284 0.832481
5.977884 -0.499002 1.771319
6.074912 -0.167940 2.870091
5.463714 0.055537 3.530998
5.641353 -0.027192 4.457463
5.517852 -0.446073 5.439843
5.566687 0.219757 6.661380
5.941726 1.053203 0.659366
5.748196 0.727894 1.637347
5.278870 0.536170 2.618820
6.194536 1.045474 2.914338
5.363055 0.838726 4.126151
5.362238 1.561500 4.844987
5.849406 0.385615 5.701741
5.975949 1.308981 6.210123
6.165736 1.103885 -0.282337
5.662901 1.954477 0.321388
5.589089 1.701457 1.362545
5.481132 1.431234 2.283163
5.776637 1.664331 3.617461
6.337469 2.035218 4.416649
5.404960 1.926543 5.721784
5.524847 1.994920 6.818238
5.450471 3.070285 0.501314
5.436140 2.726306 1.395893
5.280477 2.419063 2.263636
5.629447 2.988364 3.197839
5.351682 2.518154 3.963375
5.601854 2.561806 4.935324
5.605049 2.754566 6.187204
5.123957 2.808787 7.116249
6.057110 3.742223 -0.348791
4.747340 4.610405 1.118917
5.328653 3.906554 1.295539
5.462330 3.485682 2.280096
5.862683 3.819982 4.097282
6.032847 3.650337 5.024225
5.211669 3.576212 5.468107
5.480550 3.681016 6.347240
5.325815 4.766652 0.214881
5.842055 4.682604 1.080996
5.738664 4.371847 2.130759
5.674927 4.154978 3.129972
5.549915 4.955420 3.718687
6.041184 4.609387 4.754249
5.637186 4.356643 5.660720
5.582286 4.605372 6.736233
5.934636 5.377641 -0.259661
5.815020 6.015573 0.459788
6.180995 5.287530 1.684558
5.700607 5.102273 2.754048
5.626427 5.759286 4.143107
6.210425 5.513650 4.995378
6.073043 5.171139 6.056121
5.177176 5.566432 6.306582
5.831087 6.793593 -0.165891
6.396488 6.235538 1.242799
6.076492 6.018970 2.338674
5.411911 6.387928 3.227362
4.937130 6.811315 3.872148
5.981345 6.478516 4.759964
5.766095 6.064542 5.638032
5.325972 6.687922 6.498800
6.620228 -0.678335 0.484591
6.422072 0.238253 1.078974
6.689345 -0.840562 2.279017
6.842021 -0.748225 3.312104
6.053921 -0.799779 3.877394
6.442898 -0.103094 5.273591
6.251134 -0.385421 6.226322
6.739105 -0.474514 7.015513
6.842418 0.788938 0.369298
6.562177 1.726280 0.981792
6.577572 0.417496 2.144448
7.049065 0.404030 3.139258
6.444204 0.142399 3.811849
6.148143 0.851272 4.830690
6.762349 0.874598 5.588524
6.538151 0.473809 6.565817
6.598402 1.922895 -0.058861
6.240209 2.276601 1.832462
6.434269 1.314409 1.870769
6.087974 2.021773 2.749954
6.565505 1.075642 3.905469
6.986513 2.527860 4.831323
6.415718 1.789054 5.368155
6.431828 2.216214 6.404929
6.135383 2.716127 -0.116994
6.338427 2.623476 0.927038
6.165459 3.294023 1.652660
6.583073 2.787348 2.527356
6.697958 2.254184 3.413792
6.267900 2.965456 4.390072
6.317500 2.726846 5.589150
6.746412 3.126144 6.624453
6.917383 3.680089 -0.008795
6.160004 3.641427 0.766277
6.466413 3.766243 2.522524
6.579823 3.436919 3.536657
6.821741 4.141551 4.325913
6.914555 3.432468 5.149199
6.291167 3.606235 5.955062
6.574229 4.369964 6.514208
6.334550 4.567814 0.064482
7.008279 4.365493 0.748570
6.532921 4.258267 1.597022
6.530936 4.797326 2.449283
6.530509 5.180407 4.050332
7.176861 5.149207 4.770624
6.678571 4.470142 5.371843
6.804537 5.443804 6.599511
6.103640 6.116674 -0.989130
6.490914 5.281514 0.707809
6.321463 5.685135 3.300789
7.107945 5.233401 3.094111
