-3.585735 39.844072
-3.532370 40.134498
-3.516365 40.227490
-3.476320 40.449534
-3.501727 40.290340
-3.491710 40.349926
-3.486509 40.380206
-3.479084 40.407559
-3.492513 40.330360
-3.499260 40.311574
-3.479791 40.425153
-3.510517 40.254530
-3.492292 40.351017
-3.502178 40.278730
-3.475650 40.433412
-3.463849 40.506286
-3.467220 40.491137
-3.456672 40.550325
-3.466713 40.493611
-3.503347 40.289374
-3.495145 40.328591
-3.516815 40.221008
-3.514421 40.232559
-3.505815 40.280998
-3.496446 40.341291
-3.499799 40.319037
-3.520949 40.209231
-3.507480 40.268554
-3.472005 40.465638
-3.484700 40.370255
-3.466895 40.465513
-3.474050 40.417972
-3.490106 40.342089
-3.467266 40.476451
-3.463020 40.498905
-3.483712 40.386073
-3.466514 40.475965
-3.450557 40.552462
-3.415258 40.756817
-3.416925 40.746442
-3.419335 40.727333
-3.416244 40.741650
-3.416583 40.760458
-3.416210 40.769947
-3.388967 40.905364
-3.407808 40.804604
-3.425507 40.715838
-3.426864 40.694972
-3.412179 40.795952
-3.428724 40.698853
-3.402373 40.856881
-3.398942 40.888461
-3.403483 40.863548
-3.413239 40.806317
-3.413427 40.781959
-3.416805 40.759372
-3.374651 40.996259
-3.382758 40.966687
-3.357840 41.102926
-3.368618 41.051422
-3.345756 41.179460
-3.319532 41.332071
-3.364714 41.096491
-3.416139 40.794336
-3.379690 40.992283
-3.413472 40.806956
-3.376490 41.007147
-3.392184 40.918036
-3.413391 40.795971
-3.396428 40.885979
-3.409950 40.818361
-3.415872 40.780015
-3.435781 40.669552
-3.424773 40.728294
-3.434717 40.680083
-3.411982 40.815678
-3.440655 40.655909
-3.400890 40.876521
-3.430112 40.710114
-3.418240 40.759953
-3.437237 40.649873
-3.441879 40.609996
-3.443944 40.597614
-3.429223 40.679587
-3.408704 40.796203
-3.424015 40.706289
-3.411120 40.792556
-3.401844 40.832813
-3.396732 40.860578
-3.399553 40.851203
-3.441727 40.601012
-3.449194 40.563742
-3.499665 40.267784
-3.527081 40.113694
-3.520898 40.156736
-3.529591 40.105755
-3.529759 40.102602
-3.536940 40.065606
-3.551618 39.985488
-3.564643 39.902255
-3.562329 39.913552
-3.587073 39.764867
