0.000000 0.000000
1.000000 1.000000
2.000000 1.998771
3.000000 2.996718
4.000000 3.994879
5.000000 4.989516
6.000000 5.984145
7.000000 6.980224
8.000000 7.976087
9.000000 8.972281
10.000000 9.973231
11.000000 10.973465
12.000000 11.971923
13.000000 12.970805
14.000000 13.964944
15.000000 14.958673
16.000000 15.950000
17.000000 16.940983
18.000000 17.933161
19.000000 18.923921
20.000000 19.913440
21.000000 20.902441
22.000000 21.887595
23.000000 22.870525
24.000000 23.851468
25.000000 24.835605
26.000000 25.820941
27.000000 26.803375
28.000000 27.789161
29.000000 28.768496
30.000000 29.745114
31.000000 30.724035
32.000000 31.699841
33.000000 32.669946
34.000000 33.637382
35.000000 34.603532
36.000000 35.566881
37.000000 36.527073
38.000000 37.489297
39.000000 38.454230
40.000000 39.416747
41.000000 40.384475
42.000000 41.345179
43.000000 42.305249
44.000000 43.266900
45.000000 44.221731
46.000000 45.175015
47.000000 46.135125
48.000000 47.096177
49.000000 48.055404
50.000000 49.015696
51.000000 49.981486
52.000000 50.957392
53.000000 51.924630
54.000000 52.887070
55.000000 53.848267
56.000000 54.802564
57.000000 55.743981
58.000000 56.687648
59.000000 57.630985
60.000000 58.566960
61.000000 59.509497
62.000000 60.464768
63.000000 61.415373
64.000000 62.361278
65.000000 63.299109
66.000000 64.232071
67.000000 65.159370
68.000000 66.092938
69.000000 67.018632
70.000000 67.952947
71.000000 68.896166
72.000000 69.834671
73.000000 70.786222
74.000000 71.728800
75.000000 72.665920
76.000000 73.635550
77.000000 74.606330
78.000000 75.586309
79.000000 76.565600
80.000000 77.583880
81.000000 78.588674
82.000000 79.573778
83.000000 80.551953
84.000000 81.521350
85.000000 82.490880
86.000000 83.453343
87.000000 84.404000
88.000000 85.358100
89.000000 86.348582
90.000000 87.343320
91.000000 88.389600
92.000000 89.466900
93.000000 90.549029
94.000000 91.591867
95.000000 92.588160
96.000000 93.593100
97.000000 94.493600
98.000000 95.452600
99.000000 96.232800
